1,0,1,2,1,2,2,0,1,1,0,2,2,0,3,1,0,4,2,0,5,1
2,1,2,2,1,2,4,0,1,1,0,2,1,0,3,1,0,4,1,0,5,2
3,0,2,1,2,5,2,0,2,1,0,4,2,0,6,2,0,8,2,0,10,2
4,0,3,1,2,6,5,0,3,1,0,6,1,0,9,1,0,12,2,0,15,2
5,2,8,3,5,13,5,0,4,2,0,8,2,0,12,2,2,20,3,2,24,2
6,8,19,6,3,10,4,0,5,2,2,13,2,2,18,2,4,27,2,4,32,2
7,0,6,1,3,11,6,0,6,1,2,15,3,2,21,2,4,31,6,4,37,1
8,9,23,7,4,14,4,0,7,2,2,17,2,2,24,2,4,35,4,4,42,2
9,16,38,10,11,29,7,0,8,2,1,18,2,3,30,2,10,52,9,10,60,2
10,14,37,9,5,18,5,0,9,3,7,30,4,9,43,3,16,66,8,16,75,1
11,0,10,2,14,37,9,0,10,2,6,31,5,8,45,2,11,61,3,11,71,1
12,22,53,16,6,22,4,2,14,2,5,31,6,7,46,3,10,63,3,10,74,1
13,7,26,6,17,45,10,2,15,2,5,33,3,7,49,3,24,95,11,24,107,1
14,5,23,5,7,26,5,2,16,2,19,60,9,21,77,7,38,124,8,38,137,1
15,16,46,10,20,53,13,2,17,2,19,62,9,21,80,2,37,126,17,37,140,1
16,43,101,26,8,30,4,2,18,3,18,63,15,20,82,2,36,129,7,36,144,1
17,34,84,22,23,61,9,1,18,2,17,64,14,24,94,3,44,150,9,44,166,1
18,10,37,8,9,34,6,2,20,2,22,75,13,29,106,4,49,163,14,49,180,2
19,71,159,40,9,35,6,2,21,2,22,77,8,29,109,4,37,143,4,37,161,1
20,22,63,16,10,38,5,7,31,7,15,66,4,22,99,4,30,134,4,30,153,2
21,0,20,2,29,77,15,6,31,7,14,67,5,17,93,3,49,177,19,49,197,1
22,59,137,31,11,42,11,7,33,4,39,117,12,42,144,2,74,229,25,74,250,1
23,71,162,40,32,85,12,6,33,4,37,117,22,40,145,4,65,217,10,65,239,1
24,39,99,25,12,46,6,3,29,3,28,100,15,31,129,3,56,202,10,56,225,2
25,125,274,58,12,47,12,3,30,2,28,102,6,45,160,5,82,258,9,82,282,1
26,17,59,14,13,50,5,3,31,7,40,127,19,57,186,7,94,285,14,94,310,2
27,87,200,46,38,101,14,3,32,3,40,129,24,57,189,6,91,283,8,91,309,1
28,126,279,58,14,54,16,17,58,7,51,152,14,68,213,4,102,308,8,102,335,1
29,78,182,44,41,109,15,17,59,17,51,154,16,67,214,7,104,316,14,104,344,1
30,22,73,16,15,58,10,17,60,7,54,161,19,70,222,7,107,325,25,107,354,2
31,154,338,82,44,117,16,17,61,8,53,162,14,69,224,41,122,360,20,122,390,1
32,180,389,87,16,62,7,16,61,5,69,195,27,85,258,4,138,395,12,138,426,1
33,0,32,2,47,125,26,16,62,7,68,196,24,88,268,20,175,474,19,175,506,1
34,92,217,48,17,66,7,16,63,7,103,267,41,123,340,8,210,547,43,210,580,1
35,110,254,55,50,133,28,16,64,8,102,268,56,122,342,8,189,510,25,189,544,2
36,34,103,23,18,70,8,20,73,13,87,238,35,107,313,5,174,482,15,174,517,1
37,0,36,2,53,141,27,19,73,13,86,239,35,94,291,4,138,415,16,138,451,2
38,206,447,97,19,74,10,20,75,9,64,199,37,72,252,5,116,377,17,116,414,2
39,223,482,103,56,149,48,19,75,8,63,200,17,71,254,5,159,468,32,159,506,1
40,186,411,90,20,78,11,8,55,5,96,268,58,104,323,5,192,538,32,192,577,2
41,127,294,62,20,79,19,8,56,5,96,270,20,128,374,24,241,640,25,241,680,1
42,158,357,83,21,82,9,8,57,4,121,321,40,153,426,8,266,693,25,266,734,1
43,245,532,115,21,83,36,8,58,7,121,323,46,153,429,17,240,645,42,240,687,2
44,87,215,49,22,86,9,32,106,24,119,322,32,151,429,39,238,646,32,238,689,2
45,104,252,53,65,173,34,31,106,13,117,322,58,142,416,10,276,728,48,276,772,2
46,190,423,92,23,90,10,32,108,8,166,418,44,191,513,6,325,826,66,325,871,1
47,304,652,159,68,181,25,31,108,12,165,419,103,190,515,10,271,723,19,271,769,1
48,393,833,199,24,94,10,25,95,11,106,303,83,131,400,10,212,609,31,212,656,1
49,292,627,143,71,189,16,24,95,6,104,303,18,141,425,9,258,707,56,258,755,2
50,313,675,168,25,98,11,25,97,7,142,380,26,179,503,40,296,786,25,296,835,1
51,277,602,142,25,99,6,25,98,7,142,382,25,179,506,9,301,800,57,301,850,1
52,142,335,79,26,102,10,37,122,14,159,415,42,196,540,9,318,835,26,318,886,1
53,531,1110,218,77,205,17,37,123,9,158,416,26,192,536,9,368,940,38,368,992,1
54,246,545,115,27,106,23,37,124,10,213,527,38,247,648,39,423,1053,37,423,1106,1
55,404,862,202,80,213,25,37,125,40,212,528,37,246,650,8,454,1120,44,454,1174,1
56,350,755,152,28,110,7,34,122,8,242,591,75,276,714,8,484,1185,44,484,1240,1
57,412,880,199,28,111,7,34,123,9,242,593,75,279,723,9,476,1173,42,476,1229,1
58,80,217,46,29,114,12,34,124,26,231,570,58,268,701,9,465,1152,73,465,1209,1
59,55,168,32,29,115,18,34,125,13,231,572,71,268,704,9,446,1118,69,446,1176,1
60,22,103,17,30,118,17,37,131,20,215,544,73,252,677,9,430,1092,38,430,1151,1
61,301,662,161,89,237,33,36,131,15,213,544,70,266,710,12,491,1220,47,491,1280,1
62,563,1187,231,31,122,8,37,133,9,262,644,49,315,811,13,540,1322,123,540,1383,1
63,483,1028,188,92,245,52,36,133,9,261,645,49,314,813,13,522,1291,109,522,1353,1
64,430,923,179,32,126,9,53,166,45,261,641,46,314,810,13,522,1289,45,522,1352,1
65,610,1284,238,32,127,8,53,167,13,261,643,45,348,881,21,617,1483,138,617,1547,2
66,849,1759,271,33,130,19,53,168,23,322,767,214,409,1006,31,678,1609,104,678,1674,3
67,584,1234,318,98,261,39,52,168,22,321,768,97,408,1008,134,644,1546,88,644,1612,1
68,90,247,55,34,134,15,87,238,48,323,774,111,410,1015,81,646,1554,84,646,1621,1
69,426,920,130,101,269,91,86,238,37,322,775,98,389,977,33,658,1583,254,658,1651,1
70,564,1197,295,35,138,13,87,240,31,356,847,123,423,1050,33,692,1657,257,692,1726,2
71,733,1534,223,104,277,22,86,240,19,355,848,115,422,1052,15,698,1674,57,698,1744,1
